network,station,channel,location,latitude,longitude,elevation
AK,BCP,BHZ,,59.9534,-139.6369,421.8
AK,BESE,BHZ,,58.5792,-134.8559,867.0
AK,JIS,BHZ,,58.275799,-134.384796,10.0
AK,PNL,BHZ,,59.667,-139.401398,586.0
